M,SBD,21.5,77.46,83,162.5,117.5,175.0,455.0
M,SBD,19.0,96.25,100,283.5,172.37,294.84,750.7
M,D,45.0,99.7,100,,,252.5,252.5
F,SBD,43.0,121.3,84+,85.0,65.0,110.0,260.0
M,B,16.0,74.5,75,,110.0,,110.0
M,SBD,22.5,74.9,83,105.0,90.0,170.0,365.0
F,SBD,,51.71,51.9,79.38,31.75,72.57,183.7
M,B,35.5,74.1,75,,130.0,,130.0
M,SBD,22.0,93.7,100,180.0,155.0,235.0,570.0
F,SBD,,40.6,44,30.0,25.0,35.0,90.0
M,SBD,46.5,104.2,105,190.0,110.0,225.0,525.0
M,D,23.5,101.81,105,,,265.0,265.0
M,SBD,,100.7,105,185.0,150.0,185.0,520.0
M,B,36.0,88.9,90,,140.0,,140.0
M,SBD,44.5,89.6,93,210.0,110.0,210.0,530.0
M,SBD,35.0,100.8,105,,125.0,195.0,
M,SBD,42.0,98.2,100,230.0,150.0,267.5,647.5
M,D,,54.8,56,,,100.0,100.0
M,B,21.0,71.3,75,,120.0,,120.0
M,SBD,40.0,64.7,66,180.0,145.0,190.0,515.0
F,B,,75.89,76.6,,81.65,,81.65
M,B,30.0,119.3,125,,270.0,,270.0
M,B,66.0,91.75,93,,132.5,,132.5
M,SBD,,91.0,93,175.0,130.0,205.0,510.0
F,SBD,,103.87,117.7,79.38,47.63,111.13,238.14
M,B,22.5,74.9,75,,135.0,,135.0
M,SBD,30.5,66.6,67.5,232.5,177.5,207.5,617.5
F,SBD,,49.31,51.9,140.61,52.16,124.74,317.51
M,SBD,62.5,90.93,93,112.5,90.0,150.0,352.5
M,B,46.5,85.7,90,,160.0,,160.0
M,D,23.5,79.0,82.5,,,240.0,240.0
M,SBD,28.0,97.4,100,252.5,172.5,262.5,687.5
M,SBD,20.5,93.0,93,217.5,152.5,252.5,622.5
M,B,23.0,59.6,60,,112.5,,112.5
F,SBD,,59.19,60.1,99.79,63.5,115.67,278.96
M,SBD,36.0,108.6,110,250.0,165.0,270.0,685.0
F,SBD,32.5,47.8,52,75.0,40.0,105.0,220.0
F,B,18.5,63.9,67.5,,65.0,,65.0
M,B,51.5,91.5,93,,155.0,,155.0
F,SBD,17.5,46.18,47.8,129.27,56.7,133.81,319.78
F,SBD,41.5,71.25,72,92.5,67.5,110.0,270.0
M,B,34.0,98.3,100,,145.0,,145.0
M,BD,27.5,78.2,82.5,,145.0,235.0,380.0
F,B,38.0,78.6,84,,111.13,,111.13
M,SBD,22.5,100.9,110,237.5,142.5,295.0,675.0
M,SBD,20.0,107.2,110,340.0,202.5,280.0,822.5
F,SBD,17.5,57.45,60,90.0,50.0,112.5,252.5
F,B,23.5,53.7,56,,47.5,,47.5
M,B,34.5,88.6,90,,150.0,,150.0
F,SBD,,82.19,82.3,95.25,49.9,113.4,258.55
M,D,28.0,130.0,140,,,,
M,B,31.5,88.9,90,,205.0,,205.0
M,D,17.5,69.4,75,,,210.0,210.0
M,SBD,,77.0,83,130.0,80.0,195.0,405.0
M,SBD,30.5,154.5,125+,370.0,227.5,335.0,932.5
M,SBD,20.0,82.71,83,200.0,,,
M,SBD,20.5,67.4,67.5,137.5,127.5,137.5,402.5
M,SBD,19.5,73.5,74,190.0,127.5,197.5,515.0
F,SBD,,72.48,75,97.52,38.56,115.67,251.74
F,SBD,17.5,43.91,44.2,129.27,58.97,111.13,299.37
M,B,36.0,107.0,110,,180.0,,180.0
M,B,54.0,99.4,100,,225.0,,225.0
F,SBD,42.0,52.0,52,117.5,67.5,122.5,307.5
F,SBD,26.5,60.4,67.5,125.0,62.5,150.0,337.5
M,SBD,,82.4,82.5,300.0,180.0,290.0,770.0
M,SBD,,92.0,93,195.0,162.5,225.0,582.5
M,BD,21.5,90.3,93,,115.0,205.0,320.0
M,D,32.0,88.2,90,,,265.0,265.0
M,SBD,26.0,76.4,82.5,160.0,110.0,190.0,460.0
M,BD,31.5,82.9,83,,112.5,240.0,352.5
F,SBD,60.0,62.1,63,,55.0,132.5,
M,B,35.5,103.65,105,,195.0,,195.0
M,B,45.0,110.0,110,,282.5,,282.5
M,SBD,13.5,62.8,66,105.0,72.5,110.0,287.5
M,SBD,26.5,82.19,83,270.0,165.0,250.0,685.0
F,SBD,,66.0,67.3,127.01,63.5,127.01,317.51
F,SBD,39.5,105.69,90+,208.65,136.08,199.58,544.31
M,SBD,23.5,92.6,93,245.0,167.5,245.0,657.5
M,SBD,14.5,70.7,74,175.0,95.0,185.0,455.0
M,SBD,26.0,98.8,100,285.0,215.0,272.5,772.5
M,D,36.0,89.6,90,,,210.0,210.0
M,SBD,26.0,106.37,110,,232.5,295.0,
F,SBD,16.5,43.41,44.2,81.65,27.22,90.72,199.58
M,SBD,21.5,73.38,74,195.0,160.5,245.0,600.5
M,B,50.0,99.3,100,,130.0,,130.0
M,SBD,21.5,81.5,83,260.0,162.5,255.0,677.5
M,SBD,44.5,118.8,120,210.0,182.5,305.0,697.5
M,SBD,19.5,72.55,74,187.5,107.5,202.5,497.5
M,SBD,31.5,86.1,90,285.0,172.5,325.0,782.5
F,SBD,28.0,83.99,84,157.5,80.0,150.0,387.5
F,SBD,,46.27,47.8,61.23,27.22,70.31,158.76
F,SBD,43.5,67.05,67.5,127.5,60.0,140.0,327.5
M,SBD,29.0,111.25,120,305.0,180.0,310.0,795.0
F,SBD,,74.43,75,88.45,49.9,108.86,247.21
F,SBD,,50.62,51.9,,,,
M,D,20.0,81.5,82.5,,,220.0,220.0
M,B,34.5,88.2,90,,180.0,,180.0
M,B,25.5,110.0,110,,182.5,,182.5
M,SBD,39.5,69.95,74,105.0,87.5,115.0,307.5
M,SBD,22.0,71.7,74,155.0,110.0,200.0,465.0
M,SBD,21.5,77.5,83,170.0,100.0,185.0,455.0
F,SBD,19.5,42.3,43,137.5,82.5,137.5,357.5
F,SBD,,70.99,75,122.47,65.77,117.93,306.17
F,SBD,,43.82,44.2,90.72,38.56,83.91,213.19
F,SBD,,56.52,60.1,90.72,45.36,122.47,258.55
M,SBD,49.5,103.3,105,200.0,192.5,250.0,642.5
M,SBD,13.5,101.1,105,200.0,117.5,167.5,485.0
M,SBD,15.5,101.6,105,220.0,102.5,197.5,520.0
M,SBD,57.0,107.1,110,167.5,137.5,182.5,487.5
F,D,21.5,52.7,56,,,100.0,100.0
F,SBD,61.0,72.54,84,130.0,101.0,175.0,406.0
M,SBD,16.0,82.63,83,215.0,112.5,237.5,565.0
M,B,18.0,70.25,75,,110.0,,110.0
M,SBD,41.0,125.0,125,235.87,170.1,235.87,641.83
M,SBD,24.5,103.0,110,300.0,210.0,290.0,800.0
F,SBD,,74.93,75,158.76,88.45,154.22,401.43
M,B,19.0,79.0,82.5,,147.5,,147.5
M,D,27.5,81.98,83,,,245.0,245.0
M,D,17.0,74.3,75,,,160.0,160.0
M,SBD,24.0,81.6,82.5,187.5,132.5,205.0,525.0
M,SBD,,91.4,93,150.0,,200.0,
F,SBD,,44.18,44.2,88.45,,,
M,SBD,,90.6,93,177.5,115.0,185.0,477.5
M,SBD,,102.6,105,215.0,167.5,230.0,612.5
F,B,27.5,51.6,52,,66.0,,66.0
M,SBD,44.0,89.6,90,215.0,145.0,215.0,575.0
M,SBD,23.5,73.3,74,202.5,157.5,245.0,605.0
M,SBD,30.5,93.0,93,230.0,140.0,250.0,620.0
F,SBD,,43.64,44.2,74.84,31.75,83.91,190.51
F,SBD,35.0,58.8,60,102.5,50.0,115.0,267.5
F,SBD,,51.9,52,70.0,50.0,92.5,212.5
M,B,24.0,66.4,67.5,,135.0,,135.0
F,SBD,15.0,56.2,57,120.0,82.5,117.5,320.0
F,SBD,25.0,54.8,56,95.0,50.0,97.5,242.5
M,SBD,,88.0,90,280.0,200.0,270.0,750.0
M,SBD,43.5,103.0,110,200.0,137.5,235.0,572.5
M,SBD,16.5,59.0,60,90.0,50.0,100.0,240.0
M,B,,108.6,110,,180.0,,180.0
M,B,17.0,73.8,80,,150.0,,150.0
M,SBD,29.0,115.6,125,272.5,185.0,330.0,787.5
M,SBD,,88.18,90,174.63,115.67,208.65,498.95
M,D,47.5,99.8,100,,,210.0,210.0
M,B,22.0,99.4,100,,180.0,,180.0
F,SBD,16.0,55.07,56,97.52,47.63,120.2,265.35
F,SBD,,58.06,60.1,111.13,47.63,122.47,281.23
F,SBD,,47.54,47.8,81.65,43.09,90.72,215.46
M,SBD,28.0,161.5,140+,212.5,137.5,240.0,590.0
M,SBD,23.5,119.4,120,187.5,117.5,237.5,542.5
M,SBD,28.5,132.2,120+,185.0,115.0,200.0,500.0
M,SBD,10.5,56.91,59,85.0,52.5,110.0,247.5
M,SBD,22.5,89.7,93,190.0,125.0,235.0,550.0
M,B,38.0,119.9,125,,180.0,,180.0
M,B,69.0,83.9,90,,135.0,,135.0
M,B,33.5,57.4,59,,140.0,,140.0
F,SBD,,65.77,67.3,102.06,58.97,106.59,267.62
M,SBD,19.5,66.6,67.5,,,,
M,SBD,18.5,69.0,75,180.0,140.0,160.0,480.0
F,SBD,27.5,57.0,57,117.5,65.0,147.5,330.0
M,B,21.0,96.1,100,,150.0,,150.0
M,SBD,16.5,72.4,74,115.0,92.5,140.0,347.5
M,B,47.5,111.9,120,,195.0,,195.0
M,SBD,26.0,74.6,75,132.5,90.0,172.5,395.0
M,B,68.0,82.1,82.5,,92.5,,92.5
M,B,,75.0,75,,170.0,,170.0
M,SBD,,125.55,120+,260.0,132.5,245.0,637.5
M,B,15.5,72.7,75,,122.5,,122.5
M,SBD,19.0,89.6,90,175.0,117.5,215.0,507.5
M,B,32.0,88.7,90,,142.5,,142.5
M,SBD,,140.38,120+,300.0,187.5,327.5,815.0
F,SBD,16.0,81.6,82.5,92.5,45.0,132.5,270.0
M,SBD,,98.1,100,250.0,210.0,290.0,750.0
M,D,29.5,81.0,82.5,,,220.0,220.0
M,B,18.0,90.31,100,,65.0,,65.0
F,SBD,16.5,67.2,69,165.0,75.0,170.0,410.0
M,SBD,,90.93,93,217.5,142.5,235.0,595.0
M,SBD,26.5,76.05,83,192.5,,230.0,
M,SBD,,72.58,74,215.0,137.5,247.5,600.0
M,SBD,32.5,119.95,120,330.0,280.0,300.0,910.0
F,SBD,,52.93,56,88.45,40.82,99.79,229.06
M,SBD,29.5,153.84,120+,305.0,195.0,300.0,800.0
F,SBD,47.0,72.5,75,42.5,32.5,90.0,165.0
F,SBD,,75.0,75,75.0,47.5,117.5,240.0
M,S,24.0,103.4,110,210.0,,,210.0
M,B,19.0,71.2,75,,136.0,,136.0
M,SBD,50.5,81.3,83,205.0,142.5,242.5,590.0
M,SBD,33.0,93.0,93,,,,
M,D,44.0,108.8,110,,,275.0,275.0
M,D,30.0,97.2,100,,,230.0,230.0
M,B,39.0,102.0,110,,124.0,,124.0
M,SBD,28.5,90.4,93,205.0,122.5,217.5,545.0
F,SBD,49.0,55.9,57,97.5,55.0,127.5,280.0
F,B,22.0,54.16,55,,95.0,,95.0
M,SBD,25.5,87.75,93,,,,
M,B,22.0,48.0,48,,137.5,,137.5
M,D,55.0,82.2,82.5,,,275.0,275.0
M,BD,55.5,88.45,90,,172.37,249.48,421.84
M,D,43.0,118.2,125,,,250.0,250.0
F,SBD,,51.26,51.9,90.72,47.63,90.72,229.06
M,D,37.0,124.0,125,,,230.0,230.0
M,SBD,,79.8,83,142.5,100.0,185.0,427.5
M,SBD,,81.45,83,135.0,,152.5,
M,SBD,,85.1,90,142.5,117.5,162.5,422.5
M,SBD,46.5,70.8,74,200.0,100.0,200.0,500.0
M,SBD,18.5,62.25,66,137.5,,175.0,
F,SBD,26.5,71.05,72,187.5,115.0,190.0,492.5
F,SBD,,61.01,67.3,92.99,43.09,90.72,226.8
M,B,54.0,72.3,75,,130.0,,130.0
F,SBD,45.0,59.0,60,80.0,40.0,147.5,267.5
F,SBD,,92.8,100,158.76,,,
F,S,52.0,80.5,82.5,170.0,,,170.0
M,B,17.5,55.9,59,,85.0,,85.0
M,SBD,21.5,85.0,90,187.5,125.0,205.0,517.5
M,SBD,14.5,101.2,105,137.5,102.5,182.5,422.5
M,SBD,75.5,70.45,74,130.0,70.0,180.0,380.0
M,SBD,39.0,72.8,75,182.5,140.0,185.0,507.5
M,B,29.0,104.4,110,,225.0,,225.0
M,SBD,51.0,100.0,100,181.44,61.23,215.46,458.13
F,SBD,,83.85,84,200.0,127.5,185.0,512.5
M,D,21.0,72.9,75,,,127.5,127.5
F,D,57.0,52.62,56,,,108.86,108.86
M,SBD,,102.9,105,240.0,135.0,290.0,665.0
M,SBD,,70.3,75,230.0,132.5,230.0,592.5
M,SBD,23.5,104.98,105,325.0,,,
F,SBD,37.5,75.0,75,110.0,55.0,135.0,300.0
M,BD,21.0,77.6,82.5,,90.0,180.0,270.0
M,B,57.0,85.4,90,,122.5,,122.5
M,SBD,26.0,107.6,110,230.0,130.0,265.0,625.0
M,SBD,22.5,92.83,93,277.5,170.0,325.0,772.5
M,SBD,27.0,51.9,52,,,,
F,SBD,,58.74,60.1,74.84,34.02,90.72,199.58
M,SBD,32.5,97.7,105,255.0,175.0,277.5,707.5
M,B,27.0,84.4,90,,122.5,,122.5
F,SBD,20.5,53.0,57,112.5,55.0,150.0,317.5
M,SBD,39.5,100.3,105,245.0,167.5,230.0,642.5
M,SBD,38.5,75.0,75,210.0,135.0,210.0,555.0
M,SBD,20.0,85.8,90,182.5,130.0,210.0,522.5
M,B,49.0,104.6,105,,277.5,,277.5
F,SBD,,58.62,60,112.5,65.0,135.0,312.5
M,BD,,97.5,100,,145.0,235.0,380.0
M,D,43.5,97.1,100,,,227.5,227.5
M,SBD,16.0,96.5,100,150.0,85.0,160.0,395.0
F,D,33.0,50.0,52,,,85.0,85.0
F,SBD,,85.68,90,63.5,68.04,79.38,210.92
M,B,45.0,65.8,67.5,,160.0,,160.0
M,SBD,17.5,80.07,82.5,220.0,120.0,235.0,575.0
F,B,55.5,46.8,48,,52.5,,52.5
M,SBD,,99.79,100,220.0,157.5,265.0,642.5
F,SBD,18.0,59.19,60.1,115.67,49.9,108.86,274.42
F,SBD,,61.23,67.3,90.72,45.36,102.06,238.14
F,SBD,32.5,145.69,90+,238.14,129.27,215.46,582.87
F,SBD,,64.77,67.3,86.18,52.16,92.99,231.33
F,SBD,,61.23,67.3,77.11,38.56,106.59,222.26
M,B,43.0,89.9,90,,195.0,,195.0
F,SBD,,46.72,47.8,95.25,43.09,81.65,219.99
F,SBD,15.5,70.85,75,120.2,58.97,122.47,301.64
M,SBD,,96.1,100,210.0,135.0,240.0,585.0
M,SBD,34.0,129.6,140,295.0,187.5,282.5,765.0
M,SBD,,99.1,100,240.0,200.0,240.0,680.0
M,B,,90.0,90,,95.0,,95.0
F,SBD,,52.89,56,31.75,20.41,68.04,120.2
M,SBD,24.5,79.8,83,172.5,125.0,220.0,517.5
F,B,23.0,80.2,82.5,,60.0,,60.0
M,S,20.0,89.0,90,215.0,,,215.0
F,SBD,,59.51,60.1,140.61,49.9,122.47,312.98
M,SBD,,72.9,74,155.0,107.5,197.5,460.0
M,SBD,,82.1,82.5,110.0,70.0,140.0,320.0
F,SBD,28.5,93.3,84+,105.0,65.0,137.5,307.5
F,S,22.0,58.2,60,67.5,,,67.5
M,D,31.5,120.6,120+,,,200.0,200.0
F,B,,70.55,72,,95.0,,95.0
F,SBD,63.5,51.49,52,112.5,55.0,147.5,315.0
M,D,34.5,96.5,100,,,202.5,202.5
M,BD,,75.0,75,,67.5,140.0,207.5
M,B,57.0,87.0,90,,235.0,,235.0
M,SBD,43.0,96.8,100,215.0,150.0,270.0,635.0
M,SBD,29.0,81.3,83,182.5,,247.5,
M,D,23.0,79.8,82.5,,,307.5,307.5
M,SBD,33.0,82.4,82.5,237.5,152.5,310.0,700.0
M,B,20.0,100.56,105,,150.0,,150.0
M,B,50.0,91.2,93,,177.5,,177.5
M,B,64.5,91.35,93,,155.0,,155.0
F,SBD,,99.8,84+,110.0,60.0,120.0,290.0
F,SBD,,77.5,84,107.5,70.0,130.0,307.5
F,SBD,28.5,59.3,60,97.5,57.5,112.5,267.5
M,B,32.0,89.6,90,,137.5,,137.5
M,SBD,61.5,65.8,66,90.7,111.1,133.8,335.7
M,B,70.5,82.7,83,,107.5,,107.5
M,SBD,24.5,50.9,52,175.0,110.0,197.5,482.5
M,SBD,16.5,57.4,59,137.5,77.5,150.0,365.0
M,SBD,44.0,103.3,110,240.0,190.0,240.0,670.0
M,D,10.0,56.0,56,,,90.0,90.0
F,SBD,,61.9,63,60.0,50.0,80.0,190.0
M,SBD,22.5,74.9,75,175.0,125.0,222.5,522.5
F,SBD,39.0,78.0,84,125.0,57.5,145.0,327.5
M,D,21.0,95.1,100,,,190.0,190.0
M,B,42.0,74.35,75,,127.5,,127.5
F,SBD,,55.38,56,83.91,38.56,83.91,206.38
M,SBD,22.0,87.6,90,175.0,130.0,222.5,527.5
F,B,27.5,69.68,72,,95.0,,95.0
F,SBD,17.5,51.62,52,115.0,,,
M,SBD,27.0,93.0,93,242.5,137.5,245.0,625.0
M,B,39.5,118.66,120,,202.5,,202.5
M,SBD,20.0,102.0,110,240.0,150.0,260.0,650.0
M,B,36.5,128.2,125+,,232.5,,232.5
M,SBD,20.5,100.0,100,205.0,140.0,205.0,550.0
M,B,35.5,89.5,90,,195.0,,195.0
M,SBD,18.0,80.3,82.5,,,,
M,SBD,17.0,75.0,75,120.0,70.0,120.0,310.0
F,SBD,,52.57,56,61.23,,,
M,SBD,,114.8,120,180.0,150.0,212.5,542.5
M,B,,100.0,100,,175.0,,175.0
M,SBD,27.5,92.0,93,190.0,110.0,215.0,515.0
F,SBD,28.0,66.2,67.5,115.0,70.0,135.0,320.0
M,SBD,31.0,82.46,83,192.5,152.5,245.0,590.0
F,SBD,,111.95,100+,122.47,54.43,142.88,319.78
F,SBD,20.5,69.8,72,105.0,60.0,120.0,285.0
M,B,44.5,82.89,83,,190.0,,190.0
F,SBD,,49.4,51.9,136.08,70.31,124.74,331.12
M,SBD,,63.7,66,152.5,87.5,160.0,400.0
M,B,41.0,106.75,110,,250.0,,250.0
F,BD,16.5,66.8,69,,57.5,147.5,205.0
F,SBD,,62.46,67.3,108.86,52.16,120.2,281.23
F,SBD,,120.75,100+,127.01,52.16,129.27,308.44
M,SBD,,104.3,105,212.5,155.0,250.0,617.5
F,SBD,,68.22,75,90.72,40.82,97.52,229.06
M,D,17.0,75.0,75,,,155.0,155.0
M,SBD,18.5,85.37,90,208.65,174.63,231.33,614.62
F,SBD,20.0,66.4,67.5,165.5,95.0,170.0,430.5
F,B,55.5,74.07,84,,82.5,,82.5
F,SBD,36.0,66.8,67.5,120.0,60.0,130.0,310.0
F,SBD,31.0,82.1,84,80.0,45.0,107.5,232.5
F,SBD,,91.63,100,111.13,54.43,124.74,290.3
M,B,43.5,106.6,110,,230.0,,230.0
F,SBD,,67.5,67.5,90.0,50.0,110.0,250.0
M,SBD,18.0,65.2,67.5,130.0,100.0,150.0,380.0
M,B,43.5,89.9,90,,205.0,,205.0
F,SBD,36.5,64.6,72,95.0,45.0,87.5,227.5
M,B,17.5,90.5,93,,180.0,,180.0
M,SBD,21.0,99.4,100,200.0,162.5,232.5,595.0
F,SBD,31.5,61.02,63,100.0,52.5,100.0,252.5
M,B,24.5,86.65,93,,177.5,,177.5
F,B,66.5,51.52,52,,57.5,,57.5
M,B,35.0,99.6,100,,270.0,,270.0
M,SBD,25.5,135.6,120+,305.0,197.5,285.0,787.5
M,B,29.0,78.7,82.5,,125.0,,125.0
M,SBD,18.5,73.7,75,210.0,170.0,210.0,590.0
F,SBD,40.5,75.5,84,122.5,57.5,125.0,305.0
M,SBD,23.5,48.7,52,82.5,45.0,92.5,220.0
M,B,,65.8,67.5,,112.5,,
F,SBD,18.5,51.6,52,107.5,65.0,117.5,290.0
F,SBD,25.5,69.3,75,95.0,57.5,65.0,217.5
F,SBD,67.5,70.5,72,107.5,37.5,137.5,282.5
M,D,26.0,77.3,82.5,,,130.0,130.0
M,D,4.0,19.82,48,,,11.0,11.0
M,SBD,25.0,109.1,110,247.5,192.5,240.0,680.0
M,B,61.0,67.1,67.5,,90.0,,90.0
M,B,30.0,67.5,67.5,,225.0,,225.0
F,SBD,,42.41,44.2,,,,
M,SBD,,90.3,93,215.0,122.5,220.0,557.5
F,SBD,,68.95,75,129.27,58.97,124.74,312.98
M,B,17.5,103.85,105,,140.0,,140.0
M,B,,103.1,110,,,,
F,SBD,33.0,68.7,75,110.0,40.0,115.0,265.0
F,SBD,,,,,,,
M,SBD,,75.0,75,250.0,130.0,220.0,600.0
M,SBD,27.5,79.9,82.5,190.0,120.0,210.0,520.0
M,D,25.0,74.0,75,,,215.0,215.0
M,SBD,21.5,73.9,74,147.5,92.5,187.5,427.5
M,B,43.5,79.8,83,,180.0,,180.0
M,SBD,28.0,86.2,90,227.5,150.0,300.0,677.5
F,SBD,21.5,61.42,63,97.5,60.0,110.0,267.5
M,B,25.0,109.7,110,,170.0,,170.0
M,B,27.0,119.75,125,,242.5,,242.5
F,SBD,9.0,49.4,52,50.0,20.0,60.0,130.0
M,SBD,,107.5,120,260.0,170.0,250.0,680.0
F,SBD,,47.63,47.8,,,,
F,SBD,,47.48,47.8,70.31,38.56,79.38,188.24
F,SBD,23.5,60.1,63,97.5,62.5,127.5,287.5
M,SBD,,96.5,105,170.0,105.0,210.0,485.0
M,B,18.0,77.6,80,,105.0,,105.0
M,SBD,,75.4,82.5,160.0,162.5,197.5,520.0
M,SBD,22.5,80.86,83,222.5,152.5,255.0,630.0
M,D,44.0,123.5,125,,,250.0,250.0
F,SBD,,80.65,82.3,165.56,,,
F,SBD,,91.81,100,131.54,58.97,108.86,299.37
F,SBD,,70.67,75,129.27,58.97,124.74,312.98
M,B,30.0,123.65,125,,175.0,,175.0
F,SBD,,82.46,90,92.99,56.7,106.59,256.28
M,B,25.0,73.3,75,,155.0,,155.0
M,SBD,54.5,80.6,82.5,150.0,110.0,170.0,430.0
F,SBD,21.0,64.05,72,110.0,50.0,117.5,277.5
M,B,22.5,87.8,90,,172.5,,172.5
F,SBD,23.0,70.7,72,82.5,50.0,107.5,240.0
F,SBD,30.5,62.4,63,132.5,62.5,157.5,352.5
M,B,34.0,87.0,90,,135.0,,135.0
M,B,18.5,82.42,83,,190.0,,190.0
M,SBD,,91.9,93,235.0,177.5,285.0,697.5
M,SBD,20.5,67.5,67.5,180.0,105.0,205.0,490.0
M,B,37.0,97.4,100,,165.0,,165.0
M,SBD,22.5,68.3,74,192.5,122.5,222.5,537.5
M,SBD,45.5,88.2,90,240.0,130.0,270.0,640.0
M,B,22.5,74.4,75,,115.0,,115.0
M,SBD,,90.0,90,,,,597.5
F,SBD,,64.5,67.3,86.18,38.56,102.06,226.8
M,SBD,29.0,98.88,100,283.5,163.29,283.5,730.28
M,B,24.5,78.0,82.5,,130.0,,130.0
M,SBD,69.0,75.0,75,,,,
F,SBD,44.0,59.9,60,130.0,70.0,140.0,340.0
F,SBD,,60.1,60.1,129.27,70.31,140.61,340.19
M,B,17.5,100.7,105,,130.0,,130.0
M,B,59.0,78.5,82.5,,155.0,,155.0
M,SBD,27.5,73.5,74,120.0,105.0,175.0,400.0
M,S,34.0,110.0,110,285.0,,,285.0
F,SBD,,76.2,82.5,160.0,75.0,185.0,420.0
M,B,69.5,80.3,83,,115.0,,115.0
F,SBD,30.5,69.85,72,85.0,42.5,100.0,227.5
M,B,51.5,81.06,83,,75.0,,75.0
M,SBD,39.5,100.0,105,170.0,155.0,215.0,540.0
F,SBD,,72.57,75,113.4,43.09,106.59,263.08
F,SBD,24.5,63.19,72,125.0,80.0,150.0,355.0
M,SBD,22.5,101.25,105,232.5,142.5,240.0,615.0
M,B,,128.8,120+,,200.0,,200.0
F,SBD,24.5,92.9,84+,175.0,92.5,165.0,432.5
M,SBD,20.5,87.95,90,245.0,147.5,275.0,667.5
M,SBD,,90.7,93,202.5,150.0,237.5,590.0
M,SBD,,108.8,93+,220.0,140.0,215.0,575.0
F,SBD,,66.95,67.3,133.81,54.43,120.2,308.44
F,SBD,,46.81,47.8,102.06,49.9,102.06,254.01
F,B,,72.6,80,,47.5,,47.5
M,B,25.0,48.9,52,,122.5,,122.5
M,B,24.0,87.3,90,,115.0,,115.0
F,D,23.5,58.85,60,,,102.5,102.5
F,SBD,,55.34,56,90.72,45.36,90.72,226.8
M,SBD,,104.0,105,155.0,115.0,215.0,485.0
F,SBD,,59.8,60,150.0,77.5,172.5,400.0
F,SBD,,54.98,56,72.57,27.22,83.91,183.7
F,SBD,39.5,61.8,63,115.0,75.0,147.5,337.5
F,SBD,,55.25,56,99.79,43.09,108.86,251.74
M,SBD,20.0,89.8,90,125.0,135.0,205.0,465.0
M,D,20.5,59.9,60,,,187.5,187.5
M,SBD,51.5,92.6,93,187.5,117.5,207.5,512.5
F,SBD,,65.86,67.3,92.99,43.09,86.18,222.26
M,B,67.0,107.7,110,,150.0,,150.0
M,SBD,42.0,74.45,75,240.0,167.5,267.5,675.0
M,SBD,33.0,92.53,93,237.5,60.0,265.0,562.5
F,SBD,23.5,74.95,75,130.0,75.0,155.0,360.0
M,B,21.5,120.0,125,,180.0,,180.0
M,SBD,28.0,109.0,110,255.0,162.5,282.5,700.0
F,SBD,26.5,74.7,84,137.5,90.0,140.0,367.5
M,BD,52.0,74.2,75,,105.0,175.0,280.0
M,D,33.0,94.2,100,,,185.0,185.0
F,SBD,,84.28,90,108.86,45.36,111.13,265.35
F,SBD,27.5,68.91,72,110.0,62.5,127.5,300.0
M,SBD,17.0,80.7,82.5,165.0,130.0,230.0,525.0
M,SBD,32.5,110.0,120,285.0,232.5,295.0,812.5
M,SBD,26.5,119.0,120,365.0,245.0,320.0,930.0
F,D,44.0,139.9,110+,,,197.5,197.5
M,SBD,19.0,72.8,75,160.0,112.5,182.5,455.0
M,SBD,17.5,118.2,120,205.0,120.0,195.0,520.0
F,SBD,18.0,47.9,48,105.0,65.0,135.0,305.0
M,B,44.0,129.09,140,,210.0,,210.0
M,B,,92.3,93,,127.5,,127.5
F,SBD,,59.87,60.1,68.04,34.02,90.72,192.78
F,B,,56.97,58.5,,58.97,,58.97
M,SBD,42.5,90.06,93,205.0,130.0,275.0,610.0
M,B,34.0,130.6,140,,215.0,,215.0
M,SBD,,144.5,120+,195.0,175.0,185.0,555.0
M,SBD,30.5,76.6,83,195.0,145.0,242.5,582.5
M,SBD,,104.1,110,205.0,140.0,245.0,590.0
M,B,38.5,84.8,90,,147.5,,147.5
M,SBD,18.5,85.4,93,247.5,145.0,260.0,652.5
M,B,22.5,92.6,93,,170.0,,170.0
M,SBD,29.0,66.3,67.5,110.0,70.0,157.5,337.5
F,SBD,,79.15,82.1,74.84,38.56,111.13,224.53
M,D,28.0,80.0,82.5,,,235.0,235.0
M,SBD,15.5,80.4,82.5,150.0,95.0,175.0,420.0
M,B,,59.6,60,,65.0,,65.0
M,B,22.0,82.1,82.5,,140.0,,140.0
F,SBD,27.0,145.05,84+,90.0,45.0,125.0,260.0
M,SBD,17.5,91.4,93,150.0,100.0,170.0,420.0
M,B,29.0,82.4,82.5,,177.5,,177.5
M,SBD,17.5,117.88,120,200.0,120.0,225.0,545.0
M,D,16.0,89.3,90,,,160.0,160.0
F,SBD,,56.2,57,87.5,47.5,105.0,240.0
M,SBD,17.0,80.95,82.5,,,,427.5
M,B,17.0,63.74,65,,141.0,,141.0
M,SBD,24.5,71.2,74,142.5,82.5,175.0,400.0
F,SBD,,59.1,60.1,,,,
M,SBD,57.5,130.0,120+,230.0,130.0,247.5,607.5
M,SBD,39.5,113.7,125,170.0,120.0,185.0,475.0
M,SBD,18.5,69.9,74,150.0,80.0,157.5,387.5
M,SBD,24.0,90.75,93,272.5,182.5,295.0,750.0
M,D,55.5,65.9,67.5,,,190.0,190.0
